213039735,牟磊,32,2,3000
452704855,刘修为,13,6,4500
223639271,戎明诚,15,4,4000
214627222,花雨泽,33,6,3000
152726705,路鹤轩,32,2,4500
36556494,廖绍祺,26,3,4000
882662479,法杰,13,3,2500
156706788,简英韶,17,6,4000
117462821,常晋鹏,32,8,3000
412001615,潘经赋,2,4,4000
571876307,俞金鑫,2,7,4000
165420554,习晟睿,20,2,4500
366788587,支鸿涛,12,4,4000
632692511,扈秀英,11,5,2500
65752417,沈振海,10,4,4500
396352528,贺靖琪,10,2,4000
442839120,能靖琪,2,2,2500
43834095,伊修为,10,7,4000
880178491,宣子晋,4,2,4500
365448677,乐正勇,20,2,2500
146096436,墨圣杰,28,6,2500
187848243,邴煜城,5,4,2500
452652049,翟修杰,24,3,2500
473288157,欧阳磊,22,6,2500
994968405,勾咏德,14,3,4500
793496765,乐秀英,22,8,3000
353771091,乌越彬,34,4,2500
182378258,岑茂彦,19,8,4500
26097534,韩浩博,31,6,2500
911665323,卓勇,16,6,4500
125694031,易子轩,15,7,4500
129913253,殳风华,15,4,3000
762028791,庾致远,13,2,3000
4174117,蓟强,17,6,4500
422343114,范强,12,3,3000
935976359,湛强,34,5,4500
611343403,郁智宸,17,7,4000
253895249,宰静,7,3,4000
173977135,储弘文,3,4,3000
163453318,归正志,9,7,2500
873590600,桑俊明,31,2,4500
545121143,酆勇,28,7,4500
515360613,逄凯安,14,2,4000
800964482,祖哲彦,10,5,3000
897327226,公羊力勤,25,2,3000
462541937,姜子晋,29,3,2500
202108515,郗雪风,13,2,2500
773912614,岑秀英,14,6,4000
784300788,能致远,25,6,4000
275354071,丰奕伟,21,2,2500
193886519,袁涵润,29,5,4000
341281079,黎敏,34,2,4500
346288488,缪雨泽,3,8,4000
209936563,贲德赫,12,6,3000
5999348,章晟睿,33,5,4000
807107568,栾锐达,7,2,3000
803331369,澹台熠彤,30,5,2500
370195102,牟永贞,2,3,4500
322500320,冯烨霖,30,7,2500
765596788,慕雨泽,18,5,2500
963078811,芮昊然,29,6,4500
439088328,广博涛,13,2,2500
224307318,蔺伟宸,9,7,2500
107624538,闾丘智宸,20,6,4500
340685942,蒙宇寰,30,4,2500
788015033,于炫明,28,4,2500
214911931,公孙秀兰,6,2,2500
243925619,融风华,33,5,3000
867182361,辛桂英,8,7,2500
832654567,訾军,11,2,2500
24119883,归心远,7,2,4000
446545498,孟晟睿,15,8,3000
491457656,严鹤轩,18,4,2500
404517164,贺高格,2,7,3000
936862730,洪晗昱,26,3,4500
875176314,向祺温,28,6,2500
106985104,印烨华,21,3,2500
556874642,宇文军,12,2,3000
129471933,胡荣轩,28,7,3000
738785780,段干靖琪,30,4,4000
829132762,越娟,30,8,4000
591906612,景新翰,10,8,2500
199908372,衡苑博,8,2,4000
145487144,戚景同,30,2,4500
712385931,韩明杰,5,8,2500
182810522,向雨泽,22,6,4000
751291832,殷瑾瑜,22,8,4000
514887142,仇鹤轩,3,3,3000
529033288,宿烨磊,2,2,3000
270288594,逑星阑,16,8,3000
529676379,印和安,22,8,4500
967188286,益华灿,11,4,2500
231844230,孔烨熠,28,6,4500
937238642,屈烨熠,24,8,2500
227369303,汲金鑫,23,2,3000
862110334,聂正志,17,5,4000
192992521,柯炎彬,26,8,4500
708639484,冯鸿涛,12,7,2500
642192765,沈子晋,14,2,4500
638235501,卫军,15,5,4500
249956952,甄远航,21,5,4000
685536180,令狐旭尧,3,4,4500
430939007,扈烨华,29,7,4000
299670596,梁丘鸿涛,34,2,3000
996357289,訾锦程,18,8,3000
602694251,经静,22,4,3000
211871159,堵伟,14,8,4000
311958458,郁季同,26,3,4500
631659364,高晟睿,13,7,2500
298905698,嵇越泽,25,8,3000
256473758,满奇邃,19,4,4000
302960079,冯俊驰,28,4,4500
28410599,昝洋,25,5,2500
207094396,幸朋义,9,5,4000
464758316,南宫雨泽,22,7,4500
816968057,钮雨泽,28,8,3000
489143032,蓬艳,18,3,3000
308281985,容伟祺,33,7,4000
741280802,桑璞瑜,4,4,4000
441600759,井锦程,9,8,4000
947308332,乐正娜,6,3,2500
549139592,平懿轩,34,2,3000
280629761,穆祺祥,26,8,4500
917066006,安明杰,18,7,4500
117584830,祁乐语,22,4,3000
997264796,斜昊然,20,2,2500
631495094,元明辉,6,6,2500
346171715,督晋鹏,2,4,3000
320624119,蔚乐语,6,6,4500
1487334,楚君浩,12,3,4500
737529172,戴鑫鹏,33,2,4000
351000610,费康成,7,3,4500
395780776,亢冠宇,13,2,2500
336421121,法文昊,3,4,4000
451063434,元烨熠,3,2,4000
968454415,张英韶,10,3,3000
272595487,乜涛,33,8,2500
741144001,端木静,2,2,4000
282345492,慕乐语,8,3,3000
241912629,爱鸿煊,18,3,4000
397778345,巩鹤轩,20,5,3000
411300994,姚天佑,2,8,2500
382312845,笪军,23,2,3000
850039896,楚绍辉,25,8,4000
309165800,笪秀英,29,2,3000
872091008,卓昊乾,25,4,2500
961021292,富伟宸,24,7,3000
716314628,危和安,28,7,2500
211601127,养靖琪,21,7,3000
246510190,牧明杰,33,4,3000
516697410,贾立辉,12,8,3000
364141427,谢明,31,2,2500
441915104,庾擎宇,22,8,2500
238890346,鄂勇,31,5,3000
391986277,郏烨霖,15,7,3000
822447922,扈同巍,27,5,4500
211159546,汪敏,16,8,3000
178184034,荆杰,20,7,4500
284316888,芮娟,19,2,3000
145456599,侯理群,17,3,3000
981974013,戴晟睿,6,2,4000
208612441,勾强,15,2,4500
416409604,申屠擎宇,14,2,3000
87860684,皇甫昊乾,17,7,2500
277441201,隗秀兰,13,2,4500
177205763,益宏恺,10,7,4500
120801191,融弘博,23,3,2500
172922350,暨康成,6,3,2500
625014200,那祺祥,30,6,4500
948430816,宗涛,29,3,2500
608864886,索永贞,3,3,4000
306050911,尚嘉慕,8,2,4000
715074898,司徒远航,19,2,4500
775513191,麻敏,9,5,4500
680154249,养丽,21,8,4000
220206894,宇文晋鹏,9,4,2500
698409252,从峻熙,22,7,3000
976226943,伍平,22,8,2500
82001401,怀烨霖,3,8,4000
392018195,龙　嘉懿,13,4,3000
860361999,国伟诚,14,2,3000
497837596,温鹏涛,5,3,4500
152151176,阎雨泽,6,3,3000
638782175,厉勇,21,2,2500
691659824,姚雨泽,20,8,3000
11548993,国开济,3,2,2500
268815502,芮黎昕,30,5,3000
396567886,孔霞,22,6,2500
626868614,丁子骞,18,7,4500
951218424,宗政鸿煊,7,6,4500
492882263,司磊,12,7,4000
688420711,蒋峻熙,16,6,2500
441176597,尤明轩,3,5,3000
404268404,鄂嘉慕,7,8,4500
616115900,容圣杰,33,5,4500
19211403,容军,2,4,2500
484672769,冉勇,31,5,2500
974637678,皮炫明,4,6,4500
627037869,葛弘文,5,7,3000
879960355,佴丽,30,2,3000
590514888,谯鑫磊,32,2,3000
668278065,颜勇,31,7,2500
372776436,雍睿慈,20,2,3000
209506579,慎越彬,31,2,2500
619359997,卢鹏涛,11,8,2500
501117685,钮涛,34,2,3000
930527724,窦冠宇,2,7,4500
45181046,沙明达,28,2,2500
197154717,昌晋鹏,4,3,4000
897575539,哈哲瀚,29,5,2500
906370296,蒙明杰,21,7,2500
696681580,伯芳,16,3,2500
266861276,师雨泽,15,5,4500
34625887,家翰海,2,4,4000
552028366,濮军,7,2,2500
98637040,步溥心,14,2,4000
606920047,幸浩博,2,2,2500
92075488,匡丽,10,4,4500
231779205,子车杰,13,3,2500
537386412,后祺温,12,8,4000
470226992,滕晋鹏,14,2,2500
894130645,尹涛,14,7,4500
382052674,孙娜,10,8,3000
706288410,冀娟,30,4,3000
967130834,刁峻熙,3,2,4500
670494712,东方平,11,5,3000
685371710,寇康成,26,4,3000
21415477,梅娟,21,2,3000
754430612,郑秀兰,32,7,4500
627151605,景圣杰,23,5,4500
728135026,有茂彦,25,8,4000
325775728,宁明轩,11,2,2500
999581944,鱼宏恺,11,2,4500
